scenario_id;data_type;split;monthly_loan_dkk;study_months;initial_debt_dkk;target_debt_dkk
1173;synthetic;test;3503;70;33216;318512.02
1174;synthetic;train;3146;15;29097;79054.47
1175;synthetic;train;804;12;9000;19226.28
1176;synthetic;train;712;11;38042;47450.72
1177;synthetic;train;270;6;98983;102618.23
1178;synthetic;test;333;7;3010;5443.22
1179;synthetic;train;503;45;82726;120548.26
1180;synthetic;test;2792;49;8502;158849.05
1181;synthetic;train;2942;4;63091;75802.83
1182;synthetic;train;1555;75;30753;172160.93
1183;synthetic;train;2426;37;52213;154735.56
1184;synthetic;train;3567;60;41456;287894.41
1185;synthetic;train;1700;60;34606;155337.74
1186;synthetic;test;637;40;6822;35092.32
1187;synthetic;train;644;36;79657;114466.01
1188;synthetic;train;2969;22;42193;113279.15
1189;synthetic;train;583;64;24635;72134.6
1190;synthetic;train;3038;71;68909;330990.8
1191;synthetic;test;1254;81;68605;206605.17
1192;synthetic;train;2454;72;88147;311996.67
1193;synthetic;test;295;75;76503;123363.66
1194;synthetic;train;784;26;75267;103396.6
1195;synthetic;train;823;39;68890;112766.91
1196;synthetic;train;2471;77;11153;231638.01
1197;synthetic;test;1121;83;56883;182319.03
1198;synthetic;train;945;25;33921;61540.36
1199;synthetic;train;2106;24;62186;120061.16
1200;synthetic;train;1692;52;15512;114657.83
1201;synthetic;train;2369;78;13508;228843.27
1202;synthetic;train;1244;59;61741;156367.02
1203;synthetic;train;2564;48;68259;213749.89
1204;synthetic;train;2315;7;75129;93322.15
1205;synthetic;train;1697;5;40903;50159.5
1206;synthetic;train;1653;8;99609;115720.34
1207;synthetic;train;844;28;44096;73211.54
1208;synthetic;train;3163;63;77097;317145.75
1209;synthetic;train;900;72;82975;178783.77
1210;synthetic;test;1762;46;3714;92058.85
1211;synthetic;train;2889;81;47256;330906.25
1212;synthetic;train;2053;42;8264;102200.34
1213;synthetic;train;2354;61;92797;273154.29
1214;synthetic;train;3533;42;95899;269805.75
1215;synthetic;train;2008;54;60200;191034.1
1216;synthetic;train;3794;62;12000;276437.87
1217;synthetic;train;273;35;51569;68089.71
1218;synthetic;train;2540;41;51464;170751.87
1219;synthetic;train;3502;29;49351;161148.54
1220;synthetic;train;2118;40;96812;201364.04
1221;synthetic;train;3656;44;45058;225688.97
1222;synthetic;train;2238;16;42598;81767.25
1223;synthetic;train;824;13;9518;20904.11
1224;synthetic;test;2230;1;64617;67069.82
1225;synthetic;train;1641;31;76925;138961.25
1226;synthetic;train;2047;62;70948;228395.94
1227;synthetic;train;122;19;56998;63115.07
1228;synthetic;train;3707;13;10555;60352.24
1229;synthetic;train;3576;82;16736;359690.06
1230;synthetic;train;1526;53;19522;111883.53
1231;synthetic;train;1239;34;64156;116517.4
1232;synthetic;test;1170;35;28958;76037.51
1233;synthetic;train;2886;13;23068;62493.06
1234;synthetic;test;949;77;94448;205460.1
1235;synthetic;test;1900;14;75610;106490.66
1236;synthetic;train;1869;72;35999;198056.45
1237;synthetic;train;3795;68;22394;318153.82
1238;synthetic;test;2757;25;34979;110006.51
1239;synthetic;train;951;58;26287;92825.46
1240;synthetic;train;2427;49;75080;217760.55
1241;synthetic;train;3775;1;99028;103145.68
1242;synthetic;test;415;45;34089;59775.2
1243;synthetic;test;2428;61;85997;269837.01
1244;synthetic;test;1527;79;32243;180143.74
1245;synthetic;test;774;32;52854;84971.37
1246;synthetic;train;2539;70;22485;228852.48
1247;synthetic;test;1152;79;43981;161470.78
1248;synthetic;train;917;83;44897;146986.25
1249;synthetic;train;3743;78;90611;451367.81
1250;synthetic;test;2210;68;96056;289371.03
1251;synthetic;train;1022;4;32085;36637.13
1252;synthetic;test;2420;46;8058;129883.46
1253;synthetic;test;2130;15;50550;85952.74
1254;synthetic;train;2187;54;41255;178966.17
1255;synthetic;train;1551;58;74918;190259.09
1256;synthetic;train;3069;29;42408;140297.29
1257;synthetic;train;1256;45;12722;75850.02
1258;synthetic;train;1634;16;53241;83049.87
1259;synthetic;test;3231;83;44628;368206.82
1260;synthetic;train;214;20;10481;15635.32
1261;synthetic;train;2885;83;55398;349272.02
1262;synthetic;train;672;2;97610;99612.55
1263;synthetic;train;1202;10;17700;30541.52
1264;synthetic;train;969;56;89179;167196.17
1265;synthetic;train;1045;58;6494;74842.29
1266;synthetic;train;38;5;92313;94053.76
1267;synthetic;train;2210;68;2172;171646.33
1268;synthetic;train;84;72;10261;19884.5
1269;synthetic;train;590;44;60657;98225.09
1270;synthetic;train;869;38;67487;111843.58
1271;synthetic;train;1682;33;7179;66778.41
1272;synthetic;train;1717;68;62676;209831.79
1273;synthetic;train;3393;11;1101;39219.87
1274;synthetic;test;2083;16;59399;96935.62
1275;synthetic;train;3434;29;54949;165239.98
1276;synthetic;train;2590;13;89738;128171.57
1277;synthetic;train;770;68;65999;141614.16
1278;synthetic;train;535;61;19647;60312.47
1279;synthetic;train;2277;81;95315;336842.7
1280;synthetic;test;3310;42;55954;213799.93
1281;synthetic;train;1141;78;47723;163652.05
1282;synthetic;train;2932;31;74043;177994.41
1283;synthetic;train;852;62;4596;64415.22
1284;synthetic;test;398;30;48204;65842.05
1285;synthetic;test;2703;31;1843;90457.88
1286;synthetic;train;1236;37;54372;110244.02
1287;synthetic;train;2447;21;61041;118773.1
1288;synthetic;train;2400;66;52205;242464.21
1289;synthetic;train;3079;19;71171;136306.93
1290;synthetic;train;174;9;86472;90693.35
1291;synthetic;train;1805;53;60341;176773.88
1292;synthetic;train;2640;21;17826;76635.01
1293;synthetic;train;161;73;22359;41832.91
1294;synthetic;train;2185;39;16235;109628.3
1295;synthetic;train;1572;7;17666;29234.05
1296;synthetic;train;530;70;56742;113472.9
1297;synthetic;train;3517;37;20135;161483.29
1298;synthetic;train;2312;79;53259;278527.69
1299;synthetic;train;67;26;92497;102679.11
1300;synthetic;train;1969;80;50927;247240.72
1301;synthetic;train;45;74;76302;101389.76
1302;synthetic;train;2717;82;19619;282357.03
1303;synthetic;train;3442;20;97071;175052.55
1304;synthetic;train;727;47;78935;129346.42
1305;synthetic;train;296;6;84979;88489.64
1306;synthetic;train;229;52;93822;124568.86
1307;synthetic;train;2335;41;41725;150568.81
1308;synthetic;train;2425;49;50177;188340.33
1309;synthetic;train;583;56;73977;125079.22
1310;synthetic;train;2693;7;70288;91048.59
1311;synthetic;train;2773;16;84898;135187.17
1312;synthetic;train;1990;40;72274;167846.9
1313;synthetic;train;1937;46;31221;132829.28
1314;synthetic;train;3525;82;13043;350022.16
1315;synthetic;train;2785;2;36899;42743.28
1316;synthetic;train;3685;15;37700;96401.8
1317;synthetic;train;834;62;46392;114547.22
1318;synthetic;train;2253;80;52105;274852.9
1319;synthetic;train;2789;9;21524;47701.48
1320;synthetic;train;3598;73;65668;381525.51
1321;synthetic;test;1437;17;85173;115305.38
1322;synthetic;train;2984;21;58983;128265.93
1323;synthetic;train;2350;41;92667;209617.81
1324;synthetic;train;471;22;9502;20992.38
1325;synthetic;train;2633;55;98732;277741.32
1326;synthetic;train;2060;13;45088;74494.64
1327;synthetic;train;335;57;67420;102563.04
1328;synthetic;train;3259;29;31012;133540.96
1329;synthetic;train;270;35;47531;63441.37
1330;synthetic;train;2867;64;14025;222186.19
1331;synthetic;train;1083;43;33505;88808.41
1332;synthetic;train;97;72;73128;100831.63
1333;synthetic;train;1976;27;84274;148111.88
1334;synthetic;train;134;38;80096;96329.89
1335;synthetic;train;3621;22;65080;152811.52
1336;synthetic;train;720;10;35302;43829.86
1337;synthetic;train;3363;58;48927;274851.34
1338;synthetic;train;1074;12;27076;41349.8
1339;synthetic;train;580;16;68754;82061.35
1340;synthetic;train;504;4;54234;56993.6
1341;synthetic;train;1089;39;13978;61340.81
1342;synthetic;train;797;38;69002;110641.42
1343;synthetic;train;1574;46;52188;139190.67
1344;synthetic;train;1021;24;42572;71663.14
1345;synthetic;train;121;58;61439;82273.16
1346;synthetic;train;1163;32;32870;75898.69
1347;synthetic;train;2475;64;10866;190271.0
1348;synthetic;train;1570;2;45225;48682.72
1349;synthetic;train;943;29;45655;79038.43
1350;synthetic;train;1230;34;76477;129989.91
1351;synthetic;train;3079;1;37784;40999.21
1352;synthetic;train;3218;45;20528;180319.06
1353;synthetic;train;2255;13;2183;32287.74
1354;synthetic;train;2403;44;75650;201633.34
1355;synthetic;test;1310;72;42128;160290.0
1356;synthetic;train;2804;9;9715;35670.73
1357;synthetic;test;2974;71;94241;357940.04
1358;synthetic;train;1233;2;97991;101123.71
1359;synthetic;train;2285;21;76385;131698.18
1360;synthetic;train;3434;24;76967;169305.66
1361;synthetic;train;2992;43;63236;211510.67
1362;synthetic;train;1024;79;98311;220552.3
1363;synthetic;train;3727;62;4234;262271.05
1364;synthetic;train;1392;38;95985;165403.67
1365;synthetic;train;2078;46;14674;120565.57
1366;synthetic;train;3016;29;9187;102094.2
1367;synthetic;test;3753;16;1623;63489.8
1368;synthetic;train;295;39;10290;24021.42
1369;synthetic;train;3202;44;32390;189475.07
1370;synthetic;train;11;41;15130;17825.79
1371;synthetic;test;3716;25;47488;148642.83
1372;synthetic;train;70;11;20748;22307.12
1373;synthetic;test;196;61;94542;129098.26
1374;synthetic;train;3744;23;78875;174791.24
1375;synthetic;test;1915;4;9070;16915.59
1376;synthetic;test;2081;36;838;80665.34
1377;synthetic;train;3534;62;50241;305508.52
1378;synthetic;train;3750;82;97396;482088.27
1379;synthetic;train;983;74;50455;147162.14
1380;synthetic;train;2758;73;16332;249097.85
1381;synthetic;train;1703;11;27949;48102.9
1382;synthetic;train;1571;72;86267;237649.07
1383;synthetic;train;1481;28;53072;101788.62
1384;synthetic;train;3465;83;22676;361677.87
1385;synthetic;train;708;60;30140;83897.01
1386;synthetic;train;759;3;40321;43017.77
1387;synthetic;train;1488;48;20018;101058.72
1388;synthetic;train;2714;58;46235;229996.98
1389;synthetic;train;689;43;67481;109766.81
1390;synthetic;train;1416;23;50651;88583.14
1391;synthetic;train;1349;34;34886;87707.44
1392;synthetic;train;1153;61;46024;134492.49
1393;synthetic;train;1772;55;36130;150513.69
1394;synthetic;train;383;72;5570;38289.96
1395;synthetic;train;2173;23;21383;75111.82
1396;synthetic;train;159;76;42920;69043.5
1397;synthetic;train;1302;63;3897;96216.09
1398;synthetic;train;2145;42;55344;160496.58
1399;synthetic;test;470;81;23846;74990.91
1400;synthetic;train;2578;63;34398;223416.05
1401;synthetic;train;496;25;80695;100647.52
1402;synthetic;train;3444;79;22631;341145.16
1403;synthetic;train;2304;13;71036;104836.84
1404;synthetic;train;1580;60;68513;188755.66
1405;synthetic;train;3772;42;34154;209589.94
1406;synthetic;train;2001;14;11176;40433.58
1407;synthetic;train;1972;70;53325;223014.14
1408;synthetic;train;2971;15;44939;93011.24
1409;synthetic;train;2329;30;1412;75159.28
1410;synthetic;train;279;78;60514;103337.31
1411;synthetic;train;1005;22;3956;27234.16
1412;synthetic;train;3590;10;75946;115080.64
1413;synthetic;train;912;29;27390;57977.53
1414;synthetic;train;3133;3;35229;45044.26
1415;synthetic;train;1061;23;19294;46232.15
1416;synthetic;train;3467;32;41820;163780.62
1417;synthetic;train;1463;83;33901;184773.88
1418;synthetic;train;1298;28;32697;74044.6
1419;synthetic;test;340;51;2520;21915.95
1420;synthetic;test;858;17;29149;45877.02
1421;synthetic;train;2875;51;99081;277476.21
1422;synthetic;train;1334;78;4491;124824.38
1423;synthetic;train;1916;68;53182;213137.64
1424;synthetic;train;3546;27;3333;103988.1
1425;synthetic;train;2940;6;76476;95865.26
1426;synthetic;train;2786;71;47893;284157.45
1427;synthetic;train;3402;15;43435;98070.34
1428;synthetic;train;462;65;71427;122256.47
1429;synthetic;train;3064;65;30846;261005.57
1430;synthetic;test;258;79;49282;87451.65
1431;synthetic;train;358;78;99427;160830.29
1432;synthetic;train;1692;65;3629;127490.54
1433;synthetic;train;354;24;65623;79938.31
1434;synthetic;train;507;3;66877;69079.16
1435;synthetic;train;2926;63;79923;303991.77
1436;synthetic;test;3050;51;51941;231360.04
1437;synthetic;train;3256;30;9788;113708.9
1438;synthetic;train;2857;24;97886;177523.89
1439;synthetic;train;1573;72;4245;133583.29
1440;synthetic;train;2505;38;46260;154135.36
1441;synthetic;train;1007;82;39273;146691.69
1442;synthetic;test;3231;36;4827;129217.16
1443;synthetic;train;3341;16;27034;83508.56
1444;synthetic;train;3272;76;91676;401474.22
1445;synthetic;train;1618;64;32781;156159.49
1446;synthetic;test;2813;43;5195;136252.0
1447;synthetic;train;1587;40;25737;97413.27
1448;synthetic;test;1422;43;4970;71581.25
1449;synthetic;train;576;65;35193;85558.79
1450;synthetic;train;2311;48;55122;185147.93
1451;synthetic;train;1570;41;82392;163519.37
1452;synthetic;train;3667;22;66948;155873.1
1453;synthetic;train;3685;1;78472;82430.86
1454;synthetic;test;1887;82;57827;254170.53
1455;synthetic;test;3184;14;14210;60594.35
1456;synthetic;train;3521;45;55834;236061.88
1457;synthetic;test;645;20;81823;100815.27
1458;synthetic;test;1152;50;31653;100156.81
1459;synthetic;train;1001;14;92960;111762.85
1460;synthetic;train;3572;10;35325;72901.8
1461;synthetic;train;2142;33;72104;155311.1
1462;synthetic;train;988;5;33693;39247.92
1463;synthetic;test;2271;16;81590;123434.85
1464;synthetic;train;46;6;50884;52189.45
1465;synthetic;test;1946;25;25855;78913.48
1466;synthetic;train;265;56;37903;62007.48
1467;synthetic;train;450;34;93706;121157.52
1468;synthetic;train;992;76;25874;119245.58
1469;synthetic;train;706;22;32326;50922.97
1470;synthetic;train;458;50;33345;64338.39
1471;synthetic;train;2728;42;44266;174080.32
1472;synthetic;train;1789;14;71288;100369.1
1473;synthetic;train;395;61;99977;149237.81
1474;synthetic;train;2903;39;31447;156898.56
1475;synthetic;train;3315;22;48238;127694.05
1476;synthetic;train;2929;78;92096;380678.32
1477;synthetic;test;333;76;11402;43527.23
1478;synthetic;train;2221;79;65481;286188.5
1479;synthetic;train;3600;29;31472;144446.77
1480;synthetic;train;1239;30;68281;114603.4
1481;synthetic;train;1719;62;41616;169718.94
1482;synthetic;train;1169;16;55106;77362.49
1483;synthetic;train;3413;73;25331;314784.59
1484;synthetic;train;1815;60;61243;195511.24
1485;synthetic;train;255;50;3875;18471.67
1486;synthetic;train;442;55;10254;39034.81
1487;synthetic;test;1288;50;65546;147596.35
1488;synthetic;train;1693;8;79911;95815.72
1489;synthetic;test;3609;75;74852;404031.5
1490;synthetic;train;1528;74;48817;190872.68
1491;synthetic;train;518;72;32016;82897.62
1492;synthetic;train;3567;31;86940;213063.69
1493;synthetic;train;2041;40;29687;121382.08
1494;synthetic;train;3175;6;46887;67106.06
1495;synthetic;train;1401;46;25455;99421.89
1496;synthetic;train;2525;33;18813;109215.75
1497;synthetic;train;748;59;26189;80714.12
1498;synthetic;train;1167;53;32978;107092.26
1499;synthetic;test;1474;21;34538;69152.56
1500;synthetic;train;2632;45;99754;243849.41
1501;synthetic;train;2933;2;37887;44035.37
1502;synthetic;train;1101;50;26565;91368.66
1503;synthetic;train;3671;26;52198;156778.26
1504;synthetic;train;467;77;91185;158871.11
1505;synthetic;train;3015;30;5871;101764.78
1506;synthetic;train;2701;37;99038;218541.96
1507;synthetic;train;2653;46;98672;247087.66
1508;synthetic;train;3041;39;1885;128996.22
1509;synthetic;train;352;38;56201;78059.14
1510;synthetic;train;114;11;70430;74335.28
1511;synthetic;train;2855;3;50768;59899.6
1512;synthetic;train;307;61;83408;122978.09
1513;synthetic;train;3303;51;62895;258426.21
1514;synthetic;train;3521;52;44627;253278.98
1515;synthetic;train;2867;50;84246;255722.87
1516;synthetic;train;1993;74;4486;173245.33
1517;synthetic;train;138;9;55619;58572.89
1518;synthetic;train;2694;19;15574;69517.32
1519;synthetic;test;3269;64;64840;313783.34
1520;synthetic;train;1855;36;2052;73376.06
1521;synthetic;train;714;76;33902;105503.78
1522;synthetic;test;2677;60;30942;215854.06
1523;synthetic;train;776;59;9358;62060.09
1524;synthetic;train;1880;75;71133;251720.89
1525;synthetic;test;2903;7;19979;41043.63
1526;synthetic;train;1045;25;19408;48379.56
1527;synthetic;train;3693;14;70819;127209.84
1528;synthetic;train;2229;52;21465;152271.88
1529;synthetic;train;1168;51;29912;100474.28
1530;synthetic;test;2637;4;7282;18015.76
1531;synthetic;train;2768;52;4317;162534.42
1532;synthetic;train;3416;1;95556;99301.91
1533;synthetic;train;2772;84;94888;394587.24
1534;synthetic;train;1189;64;21091;111044.95
1535;synthetic;train;1792;21;48605;91166.19
1536;synthetic;train;3314;37;9239;141153.27
1537;synthetic;train;1233;67;52171;157900.91
1538;synthetic;train;2128;37;29278;117042.31
1539;synthetic;train;2273;54;89812;242177.95
1540;synthetic;train;2347;84;82658;337155.28
1541;synthetic;train;299;33;38468;53379.66
1542;synthetic;train;11;16;76219;80568.3
1543;synthetic;train;1338;13;28747;47823.25
1544;synthetic;train;1043;15;10119;26705.68
1545;synthetic;train;2903;70;49629;291856.68
1546;synthetic;test;2338;78;84267;317807.59
1547;synthetic;train;123;81;6697;20222.95
1548;synthetic;train;100;34;74586;87126.76
1549;synthetic;train;305;25;26273;36516.66
1550;synthetic;train;1510;83;33141;188272.58
1551;synthetic;train;794;11;19811;29460.26
1552;synthetic;train;505;49;42051;76420.11
1553;synthetic;train;1892;70;58044;222654.5
1554;synthetic;train;589;32;31258;54691.58
1555;synthetic;train;3141;26;13858;100555.55
1556;synthetic;train;2796;36;9586;117917.52
1557;synthetic;train;2621;18;86824;140884.27
1558;synthetic;train;3163;32;55560;168782.58
1559;synthetic;train;2157;55;6914;138705.06
1560;synthetic;train;1234;15;69750;92331.42
1561;synthetic;train;262;44;72788;96701.02
1562;synthetic;test;3603;25;797;94950.53
1563;synthetic;test;2750;1;6639;9420.3
1564;synthetic;train;3763;73;70754;401666.83
1565;synthetic;train;3175;7;8892;31624.88
1566;synthetic;train;1143;2;88832;91722.65
1567;synthetic;train;213;46;85363;110088.72
1568;synthetic;train;2792;20;47033;108106.11
1569;synthetic;train;2083;65;42624;204322.47
1570;synthetic;train;1083;67;88648;192211.65
1571;synthetic;train;1857;3;50066;56176.55
1572;synthetic;train;3379;84;40103;381058.87
1573;synthetic;test;570;49;83071;128170.26
1574;synthetic;test;3591;5;29055;47677.84
1575;synthetic;train;1815;9;88634;107938.44
1576;synthetic;train;426;56;91863;136948.51
1577;synthetic;train;2603;65;26331;221891.86
1578;synthetic;train;3144;36;6132;127355.43
1579;synthetic;test;1393;30;52144;101638.81
1580;synthetic;train;1006;39;42797;90691.4
1581;synthetic;train;1242;59;30548;118276.4
1582;synthetic;test;2909;22;86488;159566.93
1583;synthetic;train;1387;4;14994;20789.31
1584;synthetic;train;3063;74;21198;284554.54
1585;synthetic;train;2288;49;13378;137720.42
1586;synthetic;train;1717;59;96713;229812.29
1587;synthetic;train;3221;9;23753;53951.62
1588;synthetic;test;1659;13;57069;81669.06
1589;synthetic;train;32;10;4725;5210.82
1590;synthetic;train;1122;65;17727;103561.75
1591;synthetic;train;3751;23;4488;94654.77
1592;synthetic;train;1274;63;10665;102596.84
1593;synthetic;train;273;72;59213;97492.07
1594;synthetic;train;1304;64;84433;197637.85
1595;synthetic;train;1364;48;1093;72391.42
1596;synthetic;test;1163;50;19710;86651.12
1597;synthetic;train;3766;82;25761;389489.41
1598;synthetic;train;1506;16;50395;77941.2
1599;synthetic;train;470;33;55526;78392.07
1600;synthetic;test;2325;51;22142;155684.05
1601;synthetic;train;3010;59;75308;288195.26
1602;synthetic;train;1777;75;38986;201671.38
1603;synthetic;train;3061;18;24726;83128.52
1604;synthetic;train;2001;47;74622;189225.76
1605;synthetic;train;1130;74;32978;137160.06
1606;synthetic;train;2029;79;53940;253799.79
1607;synthetic;train;2591;77;97460;353701.43
1608;synthetic;train;1897;36;19693;94871.24
1609;synthetic;train;2042;78;48712;245309.84
1610;synthetic;train;1324;10;38973;53776.93
1611;synthetic;train;899;83;52764;155632.26
1612;synthetic;train;520;6;85075;89947.35
1613;synthetic;train;3539;65;12384;272611.26
1614;synthetic;test;373;17;75114;86020.51
1615;synthetic;train;2908;71;9693;245563.57
1616;synthetic;train;582;76;92875;170013.78
1617;synthetic;train;2757;9;6862;32300.88
1618;synthetic;test;211;59;84597;116727.56
1619;synthetic;train;2400;23;75735;139222.22
1620;synthetic;train;224;70;89189;130270.51
1621;synthetic;train;2729;74;58618;304351.42
1622;synthetic;test;1779;28;92171;153465.55
1623;synthetic;train;2649;17;95698;147676.24
1624;synthetic;train;224;50;19054;34709.36
1625;synthetic;train;2524;35;43713;142958.97
1626;synthetic;train;2551;64;38004;229280.21
1627;synthetic;train;3791;42;16039;189615.52
1628;synthetic;train;24;18;69110;73822.15
1629;synthetic;train;2049;29;48138;115501.76
1630;synthetic;train;3184;49;5809;176576.55
1631;synthetic;train;186;41;40428;54522.31
1632;synthetic;train;3231;49;75686;261335.02
1633;synthetic;test;2223;30;65734;142884.51
1634;synthetic;train;2361;61;18924;183129.24
1635;synthetic;train;2437;24;79025;146583.81
1636;synthetic;train;3034;53;94670;289077.29
1637;synthetic;train;2042;3;60620;67395.15
1638;synthetic;train;2955;9;10460;37820.23
1639;synthetic;train;1037;71;52740;149987.07
1640;synthetic;train;3710;74;55483;382791.6
1641;synthetic;train;2580;28;9040;85761.48
1642;synthetic;test;1515;50;18219;104071.05
1643;synthetic;train;842;2;73402;75584.59
1644;synthetic;test;3417;70;38000;317760.63
1645;synthetic;test;2255;81;59136;287422.17
1646;synthetic;test;1124;29;72713;114357.68
1647;synthetic;train;1695;71;86411;245418.47
1648;synthetic;train;136;61;36996;54535.88
1649;synthetic;train;1975;23;36823;87039.26
1650;synthetic;train;1255;5;78277;85928.38
1651;synthetic;train;543;32;19302;39836.31
1652;synthetic;train;610;32;91877;122832.38
1653;synthetic;train;3587;33;50515;181701.96
1654;synthetic;train;3745;20;94471;178550.24
1655;synthetic;train;401;19;33830;43916.18
1656;synthetic;train;140;69;85542;118499.11
1657;synthetic;train;1456;71;77251;214644.02
1658;synthetic;train;3045;68;57348;304657.37
1659;synthetic;train;421;78;60866;116461.03
1660;synthetic;train;3424;81;18716;343357.03
1661;synthetic;train;1528;17;5094;32159.78
1662;synthetic;train;3672;78;93175;448358.04
1663;synthetic;train;3357;55;52214;265649.97
1664;synthetic;train;3767;47;64243;267084.24
1665;synthetic;train;804;63;81945;157505.21
1666;synthetic;train;2578;42;19787;139156.55
1667;synthetic;train;128;53;68302;88907.69
1668;synthetic;train;2935;80;49736;334377.74
1669;synthetic;test;3150;61;27720;247355.73
1670;synthetic;train;3211;5;59889;77110.09
1671;synthetic;test;3573;56;93707;333215.19
1672;synthetic;train;213;45;78062;101029.58
1673;synthetic;train;2440;74;46260;264253.02
1674;synthetic;test;2593;36;87212;197646.45
1675;synthetic;train;453;22;9675;20766.97
1676;synthetic;train;2667;20;31714;89143.48
1677;synthetic;test;3179;31;14583;120152.19
1678;synthetic;train;79;20;91469;99400.42
1679;synthetic;train;2084;84;21513;230759.08
1680;synthetic;train;1335;14;39838;60901.95
1681;synthetic;test;2140;68;36809;209728.45
1682;synthetic;train;2931;53;29181;204976.69
1683;synthetic;train;3466;37;15099;153775.95
1684;synthetic;test;3658;77;4954;327978.75
1685;synthetic;train;3429;80;82909;423024.91
1686;synthetic;train;968;54;53824;121778.17
1687;synthetic;train;2356;52;63921;209970.49
1688;synthetic;test;1953;59;52661;191614.18
1689;synthetic;train;62;3;95810;96958.54
1690;synthetic;train;3455;50;17459;208885.82
1691;synthetic;train;2969;13;37728;78905.72
1692;synthetic;train;1253;2;80701;83758.45
1693;synthetic;train;1936;27;50719;110270.44
1694;synthetic;train;0;37;51958;58766.03
1695;synthetic;train;1290;70;24982;133388.35
1696;synthetic;train;523;45;88728;128492.3
1697;synthetic;train;1426;4;96994;104045.43
1698;synthetic;test;1688;15;61562;90718.77
1699;synthetic;train;1214;79;29396;148111.67
1700;synthetic;train;2090;46;24244;132316.09
1701;synthetic;train;1897;10;64374;85873.55
1702;synthetic;test;2881;80;32578;307028.15
1703;synthetic;train;1083;47;69277;136194.93
1704;synthetic;train;3771;3;23830;35457.68
1705;synthetic;train;997;22;46372;72689.12
1706;synthetic;train;3317;3;81584;92420.04
1707;synthetic;train;2347;52;67831;214107.34
1708;synthetic;train;438;63;24813;61351.43
1709;synthetic;train;1962;57;60395;196358.84
1710;synthetic;train;1227;34;47651;97602.51
1711;synthetic;test;156;61;9995;22812.81
1712;synthetic;test;1742;56;8039;117097.97
1713;synthetic;train;3783;32;1580;129706.84
1714;synthetic;train;2502;47;64033;202374.76
1715;synthetic;train;2853;40;82678;216716.54
1716;synthetic;train;1406;46;15851;88478.21
1717;synthetic;test;2355;22;69673;128808.37
1718;synthetic;train;3044;73;92909;370403.54
1719;synthetic;train;464;12;92619;102082.58
1720;synthetic;train;1447;3;28699;33356.95
1721;synthetic;train;3177;30;7674;108876.47
1722;synthetic;test;2744;17;35280;85406.06
1723;synthetic;train;14;51;44526;53541.42
1724;synthetic;train;3294;29;20460;122987.24
1725;synthetic;train;630;17;45109;58771.55
1726;synthetic;train;331;34;85469;107642.9
1727;synthetic;train;2917;54;89313;279740.65
1728;synthetic;test;2964;55;86307;282831.5
1729;synthetic;test;472;69;29539;73834.99
1730;synthetic;train;2785;77;49603;308921.85
1731;synthetic;train;337;32;40685;56654.65
1732;synthetic;train;3559;80;56847;400949.01
1733;synthetic;train;3612;37;41120;188964.73
1734;synthetic;train;3178;57;52238;262946.97
1735;synthetic;test;1735;60;75346;207409.32
1736;synthetic;train;1864;3;10183;15914.53
1737;synthetic;train;547;39;61420;92748.89
1738;synthetic;train;3054;20;78660;147337.04
1739;synthetic;train;2530;5;35122;48488.35
1740;synthetic;train;1150;75;92120;216365.89
1741;synthetic;train;3113;45;49284;208614.84
1742;synthetic;train;1183;65;8628;96699.37
1743;synthetic;train;1030;12;49426;64070.8
1744;synthetic;test;1139;17;37641;59786.18
1745;synthetic;train;3271;47;82307;262930.47
1746;synthetic;train;3472;76;35100;345941.17
1747;synthetic;test;3334;77;95960;417081.03
1748;synthetic;train;1333;20;58427;90061.07
1749;synthetic;train;3540;76;57121;380189.2
1750;synthetic;test;567;36;71412;102221.84
1751;synthetic;test;2129;30;34260;105135.66
1752;synthetic;train;227;25;66938;78672.71
1753;synthetic;train;916;84;8242;99822.42
1754;synthetic;train;2237;42;83331;196835.76
1755;synthetic;test;3373;46;63015;241381.38
1756;synthetic;train;2656;44;18488;147465.95
1757;synthetic;train;1628;21;46440;85271.35
1758;synthetic;test;2337;18;24942;69905.28
1759;synthetic;train;3127;32;19838;127829.02
1760;synthetic;test;2710;61;82616;284799.22
1761;synthetic;train;2887;84;57487;356287.72
1762;synthetic;test;1089;73;26481;123897.31
1763;synthetic;train;1105;70;88162;198534.43
1764;synthetic;test;1289;62;92240;202284.53
1765;synthetic;train;3035;1;66458;69724.64
1766;synthetic;train;645;72;6704;61082.26
1767;synthetic;test;3773;15;42016;102294.45
1768;synthetic;train;889;69;39350;118576.69
1769;synthetic;train;2829;6;45287;63373.45
1770;synthetic;train;3461;78;20869;335800.04
1771;synthetic;train;1498;35;56547;119230.05
1772;synthetic;train;2041;9;76267;97263.64
1773;synthetic;train;857;27;84070;116224.14
1774;synthetic;test;2620;34;91248;196651.03
1775;synthetic;train;1497;48;24598;106901.15
1776;synthetic;train;696;42;56302;96173.31
1777;synthetic;test;3062;33;89517;206888.49
1778;synthetic;train;2308;6;73910;89411.04
1779;synthetic;train;2184;33;46727;128455.91
1780;synthetic;test;1146;52;56695;132572.92
1781;synthetic;train;1699;24;39864;85697.62
1782;synthetic;train;1891;40;30929;116372.59
1783;synthetic;test;2211;20;50098;99346.65
1784;synthetic;train;461;40;78398;109316.54
1785;synthetic;train;3107;59;74565;293625.08
